"graph_type" "ms_sc" "n" "seed" "est_method" "FP" "FN" "TP" "TN" "F1"
"chain" 3 20000 2 "GIJOE_FDR" 0 134 264 39602 0.797583081570997
"chain" 3 20000 3 "GIJOE_Bonf" 0 272 126 39602 0.480916030534351
"chain" 3 20000 3 "GIJOE_Holm" 0 272 126 39602 0.480916030534351
"chain" 3 20000 3 "GIJOE_FDR" 4 126 272 39598 0.807121661721068
"chain" 3 20000 4 "GIJOE_Bonf" 0 324 74 39602 0.313559322033898
"chain" 3 20000 4 "GIJOE_Holm" 0 324 74 39602 0.313559322033898
"chain" 3 20000 4 "GIJOE_FDR" 2 188 210 39600 0.688524590163934
"chain" 3 20000 5 "GIJOE_Bonf" 0 280 118 39602 0.457364341085271
"chain" 3 20000 5 "GIJOE_Holm" 0 280 118 39602 0.457364341085271
"chain" 3 20000 5 "GIJOE_FDR" 2 126 272 39600 0.80952380952381
"chain" 3 20000 6 "GIJOE_Bonf" 0 336 62 39602 0.269565217391304
"chain" 3 20000 6 "GIJOE_Holm" 0 336 62 39602 0.269565217391304
"chain" 3 20000 6 "GIJOE_FDR" 2 202 196 39600 0.657718120805369
"chain" 3 20000 7 "GIJOE_Bonf" 0 340 58 39602 0.254385964912281
"chain" 3 20000 7 "GIJOE_Holm" 0 340 58 39602 0.254385964912281
"chain" 3 20000 7 "GIJOE_FDR" 0 192 206 39602 0.682119205298013
"chain" 3 20000 8 "GIJOE_Bonf" 0 326 72 39602 0.306382978723404
"chain" 3 20000 8 "GIJOE_Holm" 0 326 72 39602 0.306382978723404
"chain" 3 20000 8 "GIJOE_FDR" 4 200 198 39598 0.66
"chain" 3 20000 9 "GIJOE_Bonf" 0 326 72 39602 0.306382978723404
"chain" 3 20000 9 "GIJOE_Holm" 0 326 72 39602 0.306382978723404
"chain" 3 20000 9 "GIJOE_FDR" 4 194 204 39598 0.673267326732673
"chain" 3 20000 10 "GIJOE_Bonf" 0 328 70 39602 0.299145299145299
"chain" 3 20000 10 "GIJOE_Holm" 0 328 70 39602 0.299145299145299
"chain" 3 20000 10 "GIJOE_FDR" 4 206 192 39598 0.646464646464647
"chain" 3 20000 11 "GIJOE_Bonf" 0 256 142 39602 0.525925925925926
"chain" 3 20000 11 "GIJOE_Holm" 0 256 142 39602 0.525925925925926
"chain" 3 20000 11 "GIJOE_FDR" 0 128 270 39602 0.808383233532934
"chain" 3 20000 12 "GIJOE_Bonf" 0 336 62 39602 0.269565217391304
"chain" 3 20000 12 "GIJOE_Holm" 0 336 62 39602 0.269565217391304
"chain" 3 20000 12 "GIJOE_FDR" 2 180 218 39600 0.705501618122977
"chain" 3 20000 13 "GIJOE_Bonf" 0 258 140 39602 0.520446096654275
"chain" 3 20000 13 "GIJOE_Holm" 0 258 140 39602 0.520446096654275
"chain" 3 20000 13 "GIJOE_FDR" 4 116 282 39598 0.824561403508772
"chain" 3 20000 14 "GIJOE_Bonf" 0 272 126 39602 0.480916030534351
"chain" 3 20000 14 "GIJOE_Holm" 0 272 126 39602 0.480916030534351
"chain" 3 20000 14 "GIJOE_FDR" 0 124 274 39602 0.81547619047619
"chain" 3 20000 15 "GIJOE_Bonf" 0 340 58 39602 0.254385964912281
"chain" 3 20000 15 "GIJOE_Holm" 0 340 58 39602 0.254385964912281
"chain" 3 20000 15 "GIJOE_FDR" 0 214 184 39602 0.632302405498282
"chain" 3 20000 16 "GIJOE_Bonf" 0 268 130 39602 0.492424242424242
"chain" 3 20000 16 "GIJOE_Holm" 0 268 130 39602 0.492424242424242
"chain" 3 20000 16 "GIJOE_FDR" 0 114 284 39602 0.832844574780059
"chain" 3 20000 17 "GIJOE_Bonf" 0 264 134 39602 0.503759398496241
"chain" 3 20000 17 "GIJOE_Holm" 0 264 134 39602 0.503759398496241
"chain" 3 20000 17 "GIJOE_FDR" 0 116 282 39602 0.829411764705882
"chain" 3 20000 18 "GIJOE_Bonf" 0 268 130 39602 0.492424242424242
"chain" 3 20000 18 "GIJOE_Holm" 0 266 132 39602 0.49811320754717
"chain" 3 20000 18 "GIJOE_FDR" 4 108 290 39598 0.838150289017341
"chain" 3 20000 19 "GIJOE_Bonf" 0 348 50 39602 0.223214285714286
"chain" 3 20000 19 "GIJOE_Holm" 0 348 50 39602 0.223214285714286
"chain" 3 20000 19 "GIJOE_FDR" 2 214 184 39600 0.63013698630137
"chain" 3 20000 20 "GIJOE_Bonf" 0 338 60 39602 0.262008733624454
"chain" 3 20000 20 "GIJOE_Holm" 0 338 60 39602 0.262008733624454
"chain" 3 20000 20 "GIJOE_FDR" 0 190 208 39602 0.686468646864686
"star" 3 20000 1 "GIJOE_Bonf" 0 26 354 39620 0.964577656675749
"star" 3 20000 1 "GIJOE_Holm" 0 26 354 39620 0.964577656675749
"star" 3 20000 1 "GIJOE_FDR" 14 2 378 39606 0.979274611398964
"star" 3 20000 2 "GIJOE_Bonf" 0 32 348 39620 0.956043956043956
"star" 3 20000 2 "GIJOE_Holm" 0 32 348 39620 0.956043956043956
"star" 3 20000 2 "GIJOE_FDR" 8 4 376 39612 0.984293193717278
"star" 3 20000 3 "GIJOE_Bonf" 0 38 342 39620 0.947368421052632
"star" 3 20000 3 "GIJOE_Holm" 0 38 342 39620 0.947368421052632
"star" 3 20000 3 "GIJOE_FDR" 16 4 376 39604 0.974093264248705
"star" 3 20000 4 "GIJOE_Bonf" 0 30 350 39620 0.958904109589041
"star" 3 20000 4 "GIJOE_Holm" 0 30 350 39620 0.958904109589041
"star" 3 20000 4 "GIJOE_FDR" 8 4 376 39612 0.984293193717278
"star" 3 20000 5 "GIJOE_Bonf" 0 32 348 39620 0.956043956043956
"star" 3 20000 5 "GIJOE_Holm" 0 32 348 39620 0.956043956043956
"star" 3 20000 5 "GIJOE_FDR" 4 0 380 39616 0.994764397905759
"star" 3 20000 6 "GIJOE_Bonf" 0 24 356 39620 0.967391304347826
"star" 3 20000 6 "GIJOE_Holm" 0 24 356 39620 0.967391304347826
"star" 3 20000 6 "GIJOE_FDR" 10 6 374 39610 0.979057591623037
"star" 3 20000 7 "GIJOE_Bonf" 0 34 346 39620 0.953168044077135
"star" 3 20000 7 "GIJOE_Holm" 0 34 346 39620 0.953168044077135
"star" 3 20000 7 "GIJOE_FDR" 6 2 378 39614 0.989528795811518
"star" 3 20000 8 "GIJOE_Bonf" 0 34 346 39620 0.953168044077135
"star" 3 20000 8 "GIJOE_Holm" 0 34 346 39620 0.953168044077135
"star" 3 20000 8 "GIJOE_FDR" 12 8 372 39608 0.973821989528796
"star" 3 20000 9 "GIJOE_Bonf" 0 46 334 39620 0.935574229691877
"star" 3 20000 9 "GIJOE_Holm" 0 46 334 39620 0.935574229691877
"star" 3 20000 9 "GIJOE_FDR" 4 10 370 39616 0.981432360742706
"star" 3 20000 10 "GIJOE_Bonf" 0 18 362 39620 0.975741239892183
"star" 3 20000 10 "GIJOE_Holm" 0 18 362 39620 0.975741239892183
"star" 3 20000 10 "GIJOE_FDR" 4 0 380 39616 0.994764397905759
"star" 3 20000 11 "GIJOE_Bonf" 0 42 338 39620 0.94150417827298
"star" 3 20000 11 "GIJOE_Holm" 0 40 340 39620 0.944444444444444
"star" 3 20000 11 "GIJOE_FDR" 2 4 376 39618 0.992084432717678
"star" 3 20000 12 "GIJOE_Bonf" 0 26 354 39620 0.964577656675749
"star" 3 20000 12 "GIJOE_Holm" 0 26 354 39620 0.964577656675749
"star" 3 20000 12 "GIJOE_FDR" 4 6 374 39616 0.986807387862797
"star" 3 20000 13 "GIJOE_Bonf" 0 24 356 39620 0.967391304347826
"star" 3 20000 13 "GIJOE_Holm" 0 24 356 39620 0.967391304347826
"star" 3 20000 13 "GIJOE_FDR" 12 0 380 39608 0.984455958549223
"star" 3 20000 14 "GIJOE_Bonf" 0 34 346 39620 0.953168044077135
"star" 3 20000 14 "GIJOE_Holm" 0 34 346 39620 0.953168044077135
"star" 3 20000 14 "GIJOE_FDR" 0 4 376 39620 0.994708994708995
"star" 3 20000 15 "GIJOE_Bonf" 0 36 344 39620 0.950276243093923
"star" 3 20000 15 "GIJOE_Holm" 0 36 344 39620 0.950276243093923
"star" 3 20000 15 "GIJOE_FDR" 4 10 370 39616 0.981432360742706
"star" 3 20000 16 "GIJOE_Bonf" 2 34 346 39618 0.95054945054945
"star" 3 20000 16 "GIJOE_Holm" 2 34 346 39618 0.95054945054945
"star" 3 20000 16 "GIJOE_FDR" 6 0 380 39614 0.992167101827676
"star" 3 20000 17 "GIJOE_Bonf" 0 26 354 39620 0.964577656675749
"star" 3 20000 17 "GIJOE_Holm" 0 26 354 39620 0.964577656675749
"star" 3 20000 17 "GIJOE_FDR" 14 2 378 39606 0.979274611398964
"star" 3 20000 18 "GIJOE_Bonf" 0 40 340 39620 0.944444444444444
"star" 3 20000 18 "GIJOE_Holm" 0 40 340 39620 0.944444444444444
"star" 3 20000 18 "GIJOE_FDR" 6 2 378 39614 0.989528795811518
"star" 3 20000 19 "GIJOE_Bonf" 0 28 352 39620 0.961748633879781
"star" 3 20000 19 "GIJOE_Holm" 0 28 352 39620 0.961748633879781
"star" 3 20000 19 "GIJOE_FDR" 4 2 378 39616 0.992125984251969
"star" 3 20000 20 "GIJOE_Bonf" 0 26 354 39620 0.964577656675749
"star" 3 20000 20 "GIJOE_Holm" 0 26 354 39620 0.964577656675749
"star" 3 20000 20 "GIJOE_FDR" 8 4 376 39612 0.984293193717278
"ER" 3 20000 1 "GIJOE_Bonf" 0 1008 24 38968 0.0454545454545455
"ER" 3 20000 1 "GIJOE_Holm" 0 1008 24 38968 0.0454545454545455
"ER" 3 20000 1 "GIJOE_FDR" 2 884 148 38966 0.250423011844332
"ER" 3 20000 1 "Nlasso_JOE(AND)" 890 488 544 38078 0.441200324412003
"ER" 3 20000 1 "Nlasso_JOE(OR)" 2618 432 600 36350 0.282352941176471
"ER" 3 20000 2 "GIJOE_Bonf" 0 898 134 38968 0.229845626072041
"ER" 3 20000 2 "GIJOE_Holm" 0 898 134 38968 0.229845626072041
"ER" 3 20000 2 "GIJOE_FDR" 18 680 352 38950 0.502139800285307
"ER" 3 20000 2 "Nlasso_JOE(AND)" 32 682 350 38936 0.495049504950495
"ER" 3 20000 2 "Nlasso_JOE(OR)" 148 550 482 38820 0.580024067388688
"ER" 3 20000 3 "GIJOE_Bonf" 0 896 136 38968 0.232876712328767
"ER" 3 20000 3 "GIJOE_Holm" 0 896 136 38968 0.232876712328767
"ER" 3 20000 3 "GIJOE_FDR" 10 700 332 38958 0.483260553129549
"ER" 3 20000 3 "Nlasso_JOE(AND)" 24 684 348 38944 0.495726495726496
"ER" 3 20000 3 "Nlasso_JOE(OR)" 134 554 478 38834 0.581508515815085
"ER" 3 20000 4 "GIJOE_Bonf" 0 988 44 38968 0.0817843866171004
"ER" 3 20000 4 "GIJOE_Holm" 0 988 44 38968 0.0817843866171004
"ER" 3 20000 4 "GIJOE_FDR" 2 886 146 38966 0.247457627118644
"ER" 3 20000 4 "Nlasso_JOE(AND)" 832 492 540 38136 0.449251247920133
"ER" 3 20000 4 "Nlasso_JOE(OR)" 2554 426 606 36414 0.28912213740458
"ER" 3 20000 5 "GIJOE_Bonf" 0 916 116 38968 0.202090592334495
"ER" 3 20000 5 "GIJOE_Holm" 0 916 116 38968 0.202090592334495
"ER" 3 20000 5 "GIJOE_FDR" 12 696 336 38956 0.48695652173913
"ER" 3 20000 5 "Nlasso_JOE(AND)" 24 690 342 38944 0.489270386266094
"ER" 3 20000 5 "Nlasso_JOE(OR)" 146 564 468 38822 0.56865127582017
"ER" 3 20000 6 "GIJOE_Bonf" 0 900 132 38968 0.22680412371134
"ER" 3 20000 6 "GIJOE_Holm" 0 900 132 38968 0.22680412371134
"ER" 3 20000 6 "GIJOE_FDR" 10 684 348 38958 0.500719424460432
"ER" 3 20000 6 "Nlasso_JOE(AND)" 8 678 354 38960 0.507890961262554
"ER" 3 20000 6 "Nlasso_JOE(OR)" 144 566 466 38824 0.567600487210719
"ER" 3 20000 7 "GIJOE_Bonf" 0 990 42 38968 0.0782122905027933
"ER" 3 20000 7 "GIJOE_Holm" 0 990 42 38968 0.0782122905027933
"ER" 3 20000 7 "GIJOE_FDR" 2 874 158 38966 0.26510067114094
"ER" 3 20000 7 "Nlasso_JOE(AND)" 528 524 508 38440 0.491295938104449
"ER" 3 20000 7 "Nlasso_JOE(OR)" 1836 462 570 37132 0.331588132635253
"ER" 3 20000 8 "GIJOE_Bonf" 0 904 128 38968 0.220689655172414
"ER" 3 20000 8 "GIJOE_Holm" 0 904 128 38968 0.220689655172414
"ER" 3 20000 8 "GIJOE_FDR" 4 680 352 38964 0.507204610951009
"ER" 3 20000 8 "Nlasso_JOE(AND)" 16 670 362 38952 0.513475177304965
"ER" 3 20000 8 "Nlasso_JOE(OR)" 106 564 468 38862 0.582814445828144
"ER" 3 20000 9 "GIJOE_Bonf" 0 896 136 38968 0.232876712328767
"ER" 3 20000 9 "GIJOE_Holm" 0 894 138 38968 0.235897435897436
"ER" 3 20000 9 "GIJOE_FDR" 8 688 344 38960 0.497109826589595
"ER" 3 20000 9 "Nlasso_JOE(AND)" 16 664 368 38952 0.519774011299435
"ER" 3 20000 9 "Nlasso_JOE(OR)" 150 542 490 38818 0.586124401913876
"ER" 3 20000 10 "GIJOE_Bonf" 0 990 42 38968 0.0782122905027933
"ER" 3 20000 10 "GIJOE_Holm" 0 990 42 38968 0.0782122905027933
"ER" 3 20000 10 "GIJOE_FDR" 2 874 158 38966 0.26510067114094
"ER" 3 20000 10 "Nlasso_JOE(AND)" 864 486 546 38104 0.447174447174447
"ER" 3 20000 10 "Nlasso_JOE(OR)" 2542 430 602 36426 0.288314176245211
"ER" 3 20000 11 "GIJOE_Bonf" 0 926 106 38968 0.186291739894552
"ER" 3 20000 11 "GIJOE_Holm" 0 926 106 38968 0.186291739894552
"ER" 3 20000 11 "GIJOE_FDR" 10 694 338 38958 0.489855072463768
"ER" 3 20000 11 "Nlasso_JOE(AND)" 14 696 336 38954 0.486251808972504
"ER" 3 20000 11 "Nlasso_JOE(OR)" 142 548 484 38826 0.583835946924005
"ER" 3 20000 12 "GIJOE_Bonf" 0 908 124 38968 0.214532871972318
"ER" 3 20000 12 "GIJOE_Holm" 0 908 124 38968 0.214532871972318
"ER" 3 20000 12 "GIJOE_FDR" 16 708 324 38952 0.472303206997085
"ER" 3 20000 12 "Nlasso_JOE(AND)" 36 706 326 38932 0.467718794835007
"ER" 3 20000 12 "Nlasso_JOE(OR)" 152 576 456 38816 0.55609756097561
"ER" 3 20000 13 "GIJOE_Bonf" 0 904 128 38968 0.220689655172414
"ER" 3 20000 13 "GIJOE_Holm" 0 904 128 38968 0.220689655172414
"ER" 3 20000 13 "GIJOE_FDR" 4 676 356 38964 0.511494252873563
"ER" 3 20000 13 "Nlasso_JOE(AND)" 22 690 342 38946 0.489971346704871
"ER" 3 20000 13 "Nlasso_JOE(OR)" 168 556 476 38800 0.568019093078759
"ER" 3 20000 14 "GIJOE_Bonf" 0 918 114 38968 0.198952879581152
"ER" 3 20000 14 "GIJOE_Holm" 0 918 114 38968 0.198952879581152
"ER" 3 20000 14 "GIJOE_FDR" 16 670 362 38952 0.513475177304965
"ER" 3 20000 14 "Nlasso_JOE(AND)" 18 670 362 38950 0.512747875354108
"ER" 3 20000 14 "Nlasso_JOE(OR)" 154 552 480 38814 0.576230492196879
"ER" 3 20000 15 "GIJOE_Bonf" 0 910 122 38968 0.211438474870017
"ER" 3 20000 15 "GIJOE_Holm" 0 910 122 38968 0.211438474870017
"ER" 3 20000 15 "GIJOE_FDR" 6 672 360 38962 0.515021459227468
"ER" 3 20000 15 "Nlasso_JOE(AND)" 14 674 358 38954 0.50997150997151
"ER" 3 20000 15 "Nlasso_JOE(OR)" 122 548 484 38846 0.590964590964591
"ER" 3 20000 16 "GIJOE_Bonf" 0 894 138 38968 0.235897435897436
"ER" 3 20000 16 "GIJOE_Holm" 0 894 138 38968 0.235897435897436
"ER" 3 20000 16 "GIJOE_FDR" 14 670 362 38954 0.514204545454545
"ER" 3 20000 16 "Nlasso_JOE(AND)" 18 674 358 38950 0.508522727272727
"ER" 3 20000 16 "Nlasso_JOE(OR)" 150 538 494 38818 0.589498806682578
"ER" 3 20000 17 "GIJOE_Bonf" 0 1008 24 38968 0.0454545454545455
"ER" 3 20000 17 "GIJOE_Holm" 0 1008 24 38968 0.0454545454545455
"ER" 3 20000 17 "GIJOE_FDR" 6 882 150 38962 0.252525252525253
"ER" 3 20000 17 "Nlasso_JOE(AND)" 844 474 558 38124 0.458504519309778
"ER" 3 20000 17 "Nlasso_JOE(OR)" 2538 418 614 36430 0.293499043977055
"ER" 3 20000 18 "GIJOE_Bonf" 0 992 40 38968 0.0746268656716418
"ER" 3 20000 18 "GIJOE_Holm" 0 992 40 38968 0.0746268656716418
"ER" 3 20000 18 "GIJOE_FDR" 2 900 132 38966 0.226415094339623
"ER" 3 20000 18 "Nlasso_JOE(AND)" 860 470 562 38108 0.458027709861451
"ER" 3 20000 18 "Nlasso_JOE(OR)" 2692 384 648 36276 0.296431838975297
"ER" 3 20000 19 "GIJOE_Bonf" 0 1004 28 38968 0.0528301886792453
"ER" 3 20000 19 "GIJOE_Holm" 0 1004 28 38968 0.0528301886792453
"ER" 3 20000 19 "GIJOE_FDR" 4 890 142 38964 0.241086587436333
"ER" 3 20000 19 "Nlasso_JOE(AND)" 852 492 540 38116 0.445544554455446
"ER" 3 20000 19 "Nlasso_JOE(OR)" 2530 410 622 36438 0.297323135755258
"ER" 3 20000 20 "GIJOE_Bonf" 0 904 128 38968 0.220689655172414
"ER" 3 20000 20 "GIJOE_Holm" 0 904 128 38968 0.220689655172414
"ER" 3 20000 20 "GIJOE_FDR" 10 682 350 38958 0.502873563218391
"ER" 3 20000 20 "Nlasso_JOE(AND)" 28 674 358 38940 0.504936530324401
"ER" 3 20000 20 "Nlasso_JOE(OR)" 174 554 478 38794 0.567695961995249
"chain" 3 30000 1 "GIJOE_Bonf" 0 200 198 39602 0.664429530201342
"chain" 3 30000 1 "GIJOE_Holm" 0 200 198 39602 0.664429530201342
"chain" 3 30000 1 "GIJOE_FDR" 4 50 348 39598 0.928
"chain" 3 30000 2 "GIJOE_Bonf" 0 198 200 39602 0.668896321070234
"chain" 3 30000 2 "GIJOE_Holm" 0 198 200 39602 0.668896321070234
"chain" 3 30000 2 "GIJOE_FDR" 4 52 346 39598 0.925133689839572
"chain" 3 30000 3 "GIJOE_Bonf" 0 200 198 39602 0.664429530201342
"chain" 3 30000 3 "GIJOE_Holm" 0 200 198 39602 0.664429530201342
"chain" 3 30000 3 "GIJOE_FDR" 0 54 344 39602 0.92722371967655
"chain" 3 30000 4 "GIJOE_Bonf" 0 194 204 39602 0.677740863787375
"chain" 3 30000 4 "GIJOE_Holm" 0 194 204 39602 0.677740863787375
"chain" 3 30000 4 "GIJOE_FDR" 4 42 356 39598 0.939313984168865
"chain" 3 30000 5 "GIJOE_Bonf" 0 186 212 39602 0.695081967213115
"chain" 3 30000 5 "GIJOE_Holm" 0 186 212 39602 0.695081967213115
"chain" 3 30000 5 "GIJOE_FDR" 4 44 354 39598 0.936507936507937
"chain" 3 30000 6 "GIJOE_Bonf" 0 206 192 39602 0.650847457627119
"chain" 3 30000 6 "GIJOE_Holm" 0 206 192 39602 0.650847457627119
"chain" 3 30000 6 "GIJOE_FDR" 8 50 348 39594 0.923076923076923
"chain" 3 30000 7 "GIJOE_Bonf" 0 188 210 39602 0.69078947368421
"chain" 3 30000 7 "GIJOE_Holm" 0 188 210 39602 0.69078947368421
"chain" 3 30000 7 "GIJOE_FDR" 2 58 340 39600 0.918918918918919
"chain" 3 30000 8 "GIJOE_Bonf" 0 188 210 39602 0.69078947368421
"chain" 3 30000 8 "GIJOE_Holm" 0 186 212 39602 0.695081967213115
"chain" 3 30000 8 "GIJOE_FDR" 10 56 342 39592 0.912
"chain" 3 30000 9 "GIJOE_Bonf" 0 206 192 39602 0.650847457627119
"chain" 3 30000 9 "GIJOE_Holm" 0 206 192 39602 0.650847457627119
"chain" 3 30000 9 "GIJOE_FDR" 8 58 340 39594 0.911528150134048
"chain" 3 30000 10 "GIJOE_Bonf" 0 170 228 39602 0.728434504792332
"chain" 3 30000 10 "GIJOE_Holm" 0 170 228 39602 0.728434504792332
"chain" 3 30000 10 "GIJOE_FDR" 10 58 340 39592 0.909090909090909
"chain" 3 30000 11 "GIJOE_Bonf" 0 194 204 39602 0.677740863787375
"chain" 3 30000 11 "GIJOE_Holm" 0 194 204 39602 0.677740863787375
"chain" 3 30000 11 "GIJOE_FDR" 2 52 346 39600 0.927613941018767
"chain" 3 30000 12 "GIJOE_Bonf" 0 196 202 39602 0.673333333333333
"chain" 3 30000 12 "GIJOE_Holm" 0 196 202 39602 0.673333333333333
"chain" 3 30000 12 "GIJOE_FDR" 2 50 348 39600 0.93048128342246
"chain" 3 30000 13 "GIJOE_Bonf" 0 210 188 39602 0.641638225255973
"chain" 3 30000 13 "GIJOE_Holm" 0 210 188 39602 0.641638225255973
"chain" 3 30000 13 "GIJOE_FDR" 6 54 344 39596 0.919786096256685
"chain" 3 30000 14 "GIJOE_Bonf" 0 206 192 39602 0.650847457627119
"chain" 3 30000 14 "GIJOE_Holm" 0 206 192 39602 0.650847457627119
"chain" 3 30000 14 "GIJOE_FDR" 8 66 332 39594 0.899728997289973
"chain" 3 30000 15 "GIJOE_Bonf" 0 206 192 39602 0.650847457627119
"chain" 3 30000 15 "GIJOE_Holm" 0 206 192 39602 0.650847457627119
"chain" 3 30000 15 "GIJOE_FDR" 2 46 352 39600 0.936170212765957
"chain" 3 30000 16 "GIJOE_Bonf" 0 194 204 39602 0.677740863787375
"chain" 3 30000 16 "GIJOE_Holm" 0 194 204 39602 0.677740863787375
"chain" 3 30000 16 "GIJOE_FDR" 2 70 328 39600 0.901098901098901
"chain" 3 30000 17 "GIJOE_Bonf" 0 198 200 39602 0.668896321070234
"chain" 3 30000 17 "GIJOE_Holm" 0 198 200 39602 0.668896321070234
"chain" 3 30000 17 "GIJOE_FDR" 6 48 350 39596 0.928381962864722
"chain" 3 30000 18 "GIJOE_Bonf" 0 210 188 39602 0.641638225255973
"chain" 3 30000 18 "GIJOE_Holm" 0 210 188 39602 0.641638225255973
"chain" 3 30000 18 "GIJOE_FDR" 4 64 334 39598 0.907608695652174
"chain" 3 30000 19 "GIJOE_Bonf" 0 202 196 39602 0.65993265993266
"chain" 3 30000 19 "GIJOE_Holm" 0 202 196 39602 0.65993265993266
"chain" 3 30000 19 "GIJOE_FDR" 4 58 340 39598 0.91644204851752
"chain" 3 30000 20 "GIJOE_Bonf" 0 196 202 39602 0.673333333333333
"chain" 3 30000 20 "GIJOE_Holm" 0 196 202 39602 0.673333333333333
"chain" 3 30000 20 "GIJOE_FDR" 2 58 340 39600 0.918918918918919
"star" 3 30000 1 "GIJOE_Bonf" 0 30 350 39620 0.958904109589041
"star" 3 30000 1 "GIJOE_Holm" 0 30 350 39620 0.958904109589041
"star" 3 30000 1 "GIJOE_FDR" 20 2 378 39600 0.97172236503856
"star" 3 30000 2 "GIJOE_Bonf" 0 22 358 39620 0.970189701897019
"star" 3 30000 2 "GIJOE_Holm" 0 22 358 39620 0.970189701897019
"star" 3 30000 2 "GIJOE_FDR" 16 2 378 39604 0.976744186046512
"star" 3 30000 3 "GIJOE_Bonf" 0 26 354 39620 0.964577656675749
"star" 3 30000 3 "GIJOE_Holm" 0 26 354 39620 0.964577656675749
"star" 3 30000 3 "GIJOE_FDR" 6 4 376 39614 0.986876640419947
"star" 3 30000 4 "GIJOE_Bonf" 0 30 350 39620 0.958904109589041
"star" 3 30000 4 "GIJOE_Holm" 0 30 350 39620 0.958904109589041
"star" 3 30000 4 "GIJOE_FDR" 10 0 380 39610 0.987012987012987
"star" 3 30000 5 "GIJOE_Bonf" 0 22 358 39620 0.970189701897019
"star" 3 30000 5 "GIJOE_Holm" 0 22 358 39620 0.970189701897019
"star" 3 30000 5 "GIJOE_FDR" 10 0 380 39610 0.987012987012987
"star" 3 30000 6 "GIJOE_Bonf" 0 18 362 39620 0.975741239892183
"star" 3 30000 6 "GIJOE_Holm" 0 18 362 39620 0.975741239892183
"star" 3 30000 6 "GIJOE_FDR" 12 2 378 39608 0.981818181818182
"star" 3 30000 7 "GIJOE_Bonf" 0 20 360 39620 0.972972972972973
"star" 3 30000 7 "GIJOE_Holm" 0 20 360 39620 0.972972972972973
"star" 3 30000 7 "GIJOE_FDR" 2 4 376 39618 0.992084432717678
"star" 3 30000 8 "GIJOE_Bonf" 0 22 358 39620 0.970189701897019
"star" 3 30000 8 "GIJOE_Holm" 0 22 358 39620 0.970189701897019
"star" 3 30000 8 "GIJOE_FDR" 8 2 378 39612 0.986945169712794
"star" 3 30000 9 "GIJOE_Bonf" 0 22 358 39620 0.970189701897019
"star" 3 30000 9 "GIJOE_Holm" 0 22 358 39620 0.970189701897019
"star" 3 30000 9 "GIJOE_FDR" 6 2 378 39614 0.989528795811518
"star" 3 30000 10 "GIJOE_Bonf" 0 16 364 39620 0.978494623655914
"star" 3 30000 10 "GIJOE_Holm" 0 16 364 39620 0.978494623655914
"star" 3 30000 10 "GIJOE_FDR" 4 4 376 39616 0.989473684210526
"star" 3 30000 11 "GIJOE_Bonf" 0 24 356 39620 0.967391304347826
"star" 3 30000 11 "GIJOE_Holm" 0 24 356 39620 0.967391304347826
"star" 3 30000 11 "GIJOE_FDR" 12 4 376 39608 0.979166666666667
"star" 3 30000 12 "GIJOE_Bonf" 0 24 356 39620 0.967391304347826
"star" 3 30000 12 "GIJOE_Holm" 0 24 356 39620 0.967391304347826
"star" 3 30000 12 "GIJOE_FDR" 6 0 380 39614 0.992167101827676
"star" 3 30000 13 "GIJOE_Bonf" 0 20 360 39620 0.972972972972973
"star" 3 30000 13 "GIJOE_Holm" 0 20 360 39620 0.972972972972973
"star" 3 30000 13 "GIJOE_FDR" 4 0 380 39616 0.994764397905759
"star" 3 30000 14 "GIJOE_Bonf" 0 40 340 39620 0.944444444444444
"star" 3 30000 14 "GIJOE_Holm" 0 40 340 39620 0.944444444444444
"star" 3 30000 14 "GIJOE_FDR" 4 4 376 39616 0.989473684210526
"star" 3 30000 15 "GIJOE_Bonf" 0 18 362 39620 0.975741239892183
"star" 3 30000 15 "GIJOE_Holm" 0 18 362 39620 0.975741239892183
"star" 3 30000 15 "GIJOE_FDR" 8 0 380 39612 0.989583333333333
"star" 3 30000 16 "GIJOE_Bonf" 0 12 368 39620 0.983957219251337
"star" 3 30000 16 "GIJOE_Holm" 0 12 368 39620 0.983957219251337
"star" 3 30000 16 "GIJOE_FDR" 10 2 378 39610 0.984375
"star" 3 30000 17 "GIJOE_Bonf" 0 26 354 39620 0.964577656675749
"star" 3 30000 17 "GIJOE_Holm" 0 26 354 39620 0.964577656675749
"star" 3 30000 17 "GIJOE_FDR" 12 4 376 39608 0.979166666666667
"star" 3 30000 18 "GIJOE_Bonf" 0 26 354 39620 0.964577656675749
"star" 3 30000 18 "GIJOE_Holm" 0 26 354 39620 0.964577656675749
"star" 3 30000 18 "GIJOE_FDR" 10 8 372 39610 0.976377952755906
"star" 3 30000 19 "GIJOE_Bonf" 0 18 362 39620 0.975741239892183
"star" 3 30000 19 "GIJOE_Holm" 0 18 362 39620 0.975741239892183
"star" 3 30000 19 "GIJOE_FDR" 12 2 378 39608 0.981818181818182
"star" 3 30000 20 "GIJOE_Bonf" 0 34 346 39620 0.953168044077135
"star" 3 30000 20 "GIJOE_Holm" 0 34 346 39620 0.953168044077135
"star" 3 30000 20 "GIJOE_FDR" 10 4 376 39610 0.981723237597911
"ER" 3 30000 1 "GIJOE_Bonf" 0 810 222 38968 0.354066985645933
